epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2348.84,3.0047,3.55522,3.91195,0.0213,0.0267,0.00554,0.00163,2.71738,7.96481,2.30522,0.0700508,0.00332768,0.00332768
2,4758.92,2.49008,2.91471,3.0386,0.06699,0.05895,0.01092,0.00356,2.51933,7.18358,2.16083,0.0399849,0.00659507,0.00659507
