epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,171.411,2.34191,2.88718,2.89603,0.11729,0.19021,0.05984,0.01595,2.68485,3.62691,3.65341,0.0700508,0.00332768,0.00332768
2,327.38,1.91828,2.51786,2.4481,0.07052,0.2614,0.05615,0.01546,2.25173,5.00359,2.91778,0.0400289,0.00663904,0.00663904
3,482.827,1.83212,2.42977,2.35786,0.2553,0.30145,0.16543,0.04851,2.12345,3.14277,2.8686,0.00998488,0.00992839,0.00992839
4,637.523,1.74997,2.33334,2.28391,0.28071,0.28476,0.23299,0.07207,2.14011,2.718,2.82208,0.009901,0.009901,0.009901
5,792.255,1.70278,2.25237,2.23246,0.29784,0.33736,0.24952,0.08089,2.07215,2.63336,2.74282,0.009868,0.009868,0.009868
6,947.01,1.66956,2.19458,2.18455,0.38063,0.33704,0.27918,0.09041,2.13459,2.39921,2.76162,0.009835,0.009835,0.009835
7,1101.75,1.63969,2.1722,2.17111,0.42078,0.37979,0.34962,0.12017,2.01051,2.55573,2.68802,0.009802,0.009802,0.009802
8,1256.61,1.63274,2.16203,2.14933,0.39792,0.41268,0.3679,0.1356,1.88601,2.6021,2.54893,0.009769,0.009769,0.009769
9,1411.21,1.61534,2.11572,2.14312,0.37479,0.39742,0.33414,0.12154,1.93562,2.30889,2.57711,0.009736,0.009736,0.009736
10,1565.63,1.58453,2.08528,2.12749,0.26349,0.3693,0.23757,0.07659,2.23497,2.69941,3.03574,0.009703,0.009703,0.009703
11,1720.23,1.57757,2.07428,2.10407,0.39859,0.42492,0.35739,0.13012,1.84621,2.25185,2.4491,0.00967,0.00967,0.00967
12,1874.61,1.55068,2.04152,2.08936,0.53088,0.46385,0.4665,0.17407,1.9655,2.04545,2.50713,0.009637,0.009637,0.009637
13,2029.17,1.54687,2.0261,2.082,0.44611,0.41268,0.40338,0.15232,1.85721,2.12017,2.41797,0.009604,0.009604,0.009604
14,2183.58,1.55033,1.99455,2.07043,0.40622,0.42492,0.37674,0.14919,1.81249,2.23087,2.37297,0.009571,0.009571,0.009571
15,2338.07,1.53389,1.99027,2.05704,0.53713,0.53281,0.52072,0.20599,1.84678,1.92279,2.41769,0.009538,0.009538,0.009538
16,2492.37,1.51984,1.96662,2.04614,0.53468,0.48832,0.49008,0.17874,1.96781,2.01435,2.5262,0.009505,0.009505,0.009505
17,2646.83,1.51892,1.96945,2.0472,0.49521,0.4861,0.43687,0.1698,1.94934,2.02934,2.46072,0.009472,0.009472,0.009472
18,2801.16,1.49856,1.93081,2.02493,0.54616,0.46451,0.48497,0.17599,1.99953,1.99214,2.54859,0.009439,0.009439,0.009439
19,2955.52,1.50355,1.92594,2.01355,0.55002,0.52725,0.53818,0.21505,1.90385,1.81037,2.39944,0.009406,0.009406,0.009406
20,3109.88,1.48368,1.89314,1.9978,0.59112,0.56445,0.57763,0.23444,1.89073,1.76309,2.39503,0.009373,0.009373,0.009373
21,3264.37,1.49768,1.90291,1.99463,0.39117,0.40601,0.35293,0.11828,2.18271,2.24884,2.76552,0.00934,0.00934,0.00934
22,3418.93,1.48789,1.89035,1.97873,0.54434,0.53615,0.52268,0.1915,1.98835,1.91775,2.5195,0.009307,0.009307,0.009307
23,3573.2,1.47997,1.87351,1.97497,0.58557,0.56841,0.56932,0.24265,1.80704,1.77272,2.27094,0.009274,0.009274,0.009274
24,3727.66,1.47611,1.87479,1.98204,0.56366,0.58954,0.56899,0.24152,1.87219,1.75082,2.35994,0.009241,0.009241,0.009241
25,3882.11,1.47181,1.86131,1.95836,0.58802,0.57474,0.58519,0.24131,1.88895,1.74569,2.3387,0.009208,0.009208,0.009208
26,4036.52,1.46804,1.83426,1.96365,0.53582,0.57139,0.55398,0.22511,1.84351,1.78929,2.3244,0.009175,0.009175,0.009175
27,4190.99,1.46813,1.8206,1.96047,0.56882,0.53504,0.53398,0.20467,1.98106,1.81296,2.48737,0.009142,0.009142,0.009142
28,4345.25,1.44871,1.82122,1.94302,0.61942,0.57063,0.61856,0.25956,1.87763,1.68519,2.36375,0.009109,0.009109,0.009109
29,4499.77,1.44768,1.81107,1.93916,0.59846,0.57953,0.57781,0.22339,1.92065,1.79284,2.413,0.009076,0.009076,0.009076
30,4654.01,1.44883,1.78949,1.93579,0.65133,0.59288,0.6401,0.26872,1.86723,1.61647,2.28407,0.009043,0.009043,0.009043
31,4808.3,1.45214,1.80422,1.93834,0.59488,0.604,0.61075,0.24807,1.87268,1.66145,2.31498,0.00901,0.00901,0.00901
32,4962.69,1.42913,1.78722,1.92314,0.58472,0.5983,0.61515,0.27933,1.74,1.64224,2.17369,0.008977,0.008977,0.008977
33,5117.18,1.43584,1.77232,1.92138,0.57735,0.64071,0.61662,0.27394,1.78631,1.61941,2.23337,0.008944,0.008944,0.008944
34,5271.35,1.44864,1.78315,1.92687,0.58006,0.60734,0.62923,0.27763,1.79203,1.59234,2.20846,0.008911,0.008911,0.008911
35,5425.77,1.42417,1.7562,1.90949,0.58613,0.63169,0.64273,0.29216,1.7401,1.61908,2.17387,0.008878,0.008878,0.008878
36,5580.01,1.42321,1.75796,1.89824,0.66777,0.60289,0.66648,0.29823,1.75767,1.5732,2.18822,0.008845,0.008845,0.008845
37,5734.52,1.42233,1.75912,1.90563,0.63678,0.62014,0.66552,0.30886,1.71624,1.56296,2.15184,0.008812,0.008812,0.008812
38,5888.88,1.41949,1.73979,1.89572,0.62336,0.62779,0.66655,0.30525,1.78031,1.52462,2.1971,0.008779,0.008779,0.008779
39,6043.15,1.41985,1.74357,1.89681,0.66744,0.6485,0.68816,0.30686,1.77331,1.50013,2.19798,0.008746,0.008746,0.008746
40,6197.38,1.4149,1.72213,1.89423,0.65426,0.66516,0.6866,0.32033,1.73904,1.49351,2.1492,0.008713,0.008713,0.008713
41,6351.77,1.40408,1.7252,1.89367,0.67404,0.66246,0.69511,0.31347,1.77457,1.50539,2.21516,0.00868,0.00868,0.00868
42,6505.91,1.41119,1.71219,1.89308,0.71047,0.65509,0.70678,0.32024,1.77805,1.46009,2.19659,0.008647,0.008647,0.008647
43,6660.22,1.40312,1.70792,1.88598,0.68432,0.65346,0.70244,0.32353,1.73754,1.45837,2.17663,0.008614,0.008614,0.008614
44,6814.44,1.39481,1.70613,1.87669,0.69117,0.66718,0.70438,0.32633,1.77686,1.40979,2.18226,0.008581,0.008581,0.008581
45,6968.63,1.3972,1.68378,1.88018,0.68333,0.68966,0.7096,0.32641,1.74096,1.44705,2.17539,0.008548,0.008548,0.008548
46,7122.9,1.40184,1.68054,1.87148,0.68376,0.67101,0.70546,0.33007,1.75237,1.42884,2.15488,0.008515,0.008515,0.008515
47,7277.28,1.41188,1.7045,1.88503,0.68173,0.65998,0.70564,0.3199,1.7612,1.46775,2.19196,0.008482,0.008482,0.008482
48,7431.56,1.39042,1.68446,1.8731,0.69779,0.67853,0.72889,0.33527,1.75208,1.41987,2.18517,0.008449,0.008449,0.008449
49,7585.88,1.39387,1.66203,1.86657,0.71301,0.65962,0.72787,0.33581,1.76731,1.39001,2.17372,0.008416,0.008416,0.008416
50,7740.17,1.39303,1.66757,1.85927,0.68694,0.6941,0.72274,0.34198,1.70826,1.38928,2.11581,0.008383,0.008383,0.008383
51,7894.58,1.3854,1.6845,1.86847,0.69062,0.68285,0.70779,0.32688,1.76896,1.41876,2.2009,0.00835,0.00835,0.00835
52,8048.86,1.38287,1.65141,1.86623,0.71312,0.67631,0.72901,0.34365,1.73893,1.37303,2.16782,0.008317,0.008317,0.008317
53,8203.3,1.38291,1.6551,1.86999,0.70114,0.68632,0.7285,0.34982,1.70346,1.38407,2.12557,0.008284,0.008284,0.008284
